barcode,first_type
cellid_000185596-1,B cells
cellid_000185597-1,Intestinal Epithelial
cellid_000185598-1,Intestinal Epithelial
cellid_000185599-1,Intestinal Epithelial
cellid_000185600-1,B cells
cellid_000185601-1,Intestinal Epithelial
cellid_000185602-1,B cells
cellid_000185603-1,Myeloid
cellid_000185604-1,B cells
cellid_000185605-1,Endothelial
cellid_000185607-1,Intestinal Epithelial
cellid_000185608-1,Intestinal Epithelial
cellid_000185609-1,Intestinal Epithelial
cellid_000185610-1,B cells
cellid_000185611-1,Intestinal Epithelial
cellid_000185612-1,Intestinal Epithelial
cellid_000185613-1,Endothelial
cellid_000185614-1,Intestinal Epithelial
cellid_000185615-1,Myeloid
cellid_000185616-1,Intestinal Epithelial
cellid_000185617-1,Intestinal Epithelial
cellid_000185618-1,Fibroblast
cellid_000185619-1,B cells
cellid_000185620-1,B cells
cellid_000185621-1,Intestinal Epithelial
cellid_000185622-1,Intestinal Epithelial
cellid_000185623-1,Myeloid
cellid_000185624-1,Myeloid
cellid_000185625-1,Intestinal Epithelial
cellid_000185626-1,Tumor
cellid_000185627-1,Intestinal Epithelial
cellid_000185628-1,Tumor
cellid_000185629-1,Intestinal Epithelial
cellid_000185630-1,Intestinal Epithelial
cellid_000185631-1,B cells
cellid_000185632-1,Fibroblast
cellid_000185633-1,Fibroblast
cellid_000185634-1,Tumor
cellid_000185635-1,Intestinal Epithelial
cellid_000185636-1,Intestinal Epithelial
cellid_000185637-1,Intestinal Epithelial
cellid_000185638-1,Intestinal Epithelial
cellid_000185639-1,B cells
cellid_000185640-1,Myeloid
cellid_000185641-1,B cells
cellid_000185642-1,B cells
cellid_000185643-1,Intestinal Epithelial
cellid_000185644-1,Intestinal Epithelial
cellid_000185645-1,Intestinal Epithelial
cellid_000185646-1,Endothelial
cellid_000185647-1,Intestinal Epithelial
cellid_000185648-1,Myeloid
cellid_000185650-1,Intestinal Epithelial
cellid_000185651-1,Intestinal Epithelial
cellid_000185652-1,B cells
cellid_000185653-1,Endothelial
cellid_000185654-1,Intestinal Epithelial
cellid_000185655-1,Endothelial
cellid_000185656-1,B cells
cellid_000185657-1,Intestinal Epithelial
cellid_000185658-1,B cells
cellid_000185659-1,Intestinal Epithelial
cellid_000185660-1,Endothelial
cellid_000185661-1,Intestinal Epithelial
cellid_000185662-1,Tumor
cellid_000185663-1,Fibroblast
cellid_000185664-1,Intestinal Epithelial
cellid_000185665-1,Fibroblast
cellid_000185666-1,Intestinal Epithelial
cellid_000185667-1,Endothelial
cellid_000185668-1,B cells
cellid_000185669-1,Intestinal Epithelial
cellid_000185670-1,Tumor
cellid_000185671-1,Myeloid
cellid_000185672-1,B cells
cellid_000185673-1,Intestinal Epithelial
cellid_000185674-1,Intestinal Epithelial
cellid_000185675-1,T cells
cellid_000185676-1,Intestinal Epithelial
cellid_000185677-1,B cells
cellid_000185678-1,Tumor
cellid_000185679-1,Intestinal Epithelial
cellid_000185680-1,Tumor
cellid_000185681-1,Intestinal Epithelial
cellid_000185682-1,B cells
cellid_000185683-1,Intestinal Epithelial
cellid_000185684-1,Intestinal Epithelial
cellid_000185685-1,Tumor
cellid_000185686-1,Intestinal Epithelial
cellid_000185687-1,B cells
cellid_000185688-1,Intestinal Epithelial
cellid_000185689-1,Intestinal Epithelial
cellid_000185690-1,Endothelial
cellid_000185691-1,B cells
cellid_000185692-1,Myeloid
cellid_000185693-1,Intestinal Epithelial
cellid_000185694-1,Intestinal Epithelial
cellid_000185695-1,Tumor
cellid_000185696-1,Intestinal Epithelial
cellid_000185697-1,Intestinal Epithelial
cellid_000185698-1,Fibroblast
cellid_000185699-1,Myeloid
cellid_000185700-1,T cells
cellid_000185701-1,T cells
cellid_000185702-1,B cells
cellid_000185703-1,Intestinal Epithelial
cellid_000185704-1,Intestinal Epithelial
cellid_000185705-1,Myeloid
cellid_000185706-1,Intestinal Epithelial
cellid_000185707-1,Tumor
cellid_000185708-1,Myeloid
cellid_000185709-1,Myeloid
cellid_000185710-1,B cells
cellid_000185711-1,Tumor
cellid_000185712-1,Tumor
cellid_000185713-1,Intestinal Epithelial
cellid_000185714-1,Intestinal Epithelial
cellid_000185715-1,Tumor
cellid_000185716-1,Intestinal Epithelial
cellid_000185717-1,B cells
cellid_000185718-1,Tumor
cellid_000185719-1,Fibroblast
cellid_000185720-1,Intestinal Epithelial
cellid_000185721-1,Myeloid
cellid_000185722-1,Intestinal Epithelial
cellid_000185723-1,Intestinal Epithelial
cellid_000185725-1,Intestinal Epithelial
cellid_000185726-1,Myeloid
cellid_000185727-1,Intestinal Epithelial
cellid_000185728-1,Endothelial
cellid_000185729-1,B cells
cellid_000185730-1,B cells
cellid_000185731-1,Tumor
cellid_000185732-1,Intestinal Epithelial
cellid_000185733-1,Intestinal Epithelial
cellid_000185734-1,Intestinal Epithelial
cellid_000185735-1,Intestinal Epithelial
cellid_000185736-1,Myeloid
cellid_000185737-1,Intestinal Epithelial
cellid_000185738-1,B cells
cellid_000185739-1,Tumor
cellid_000185740-1,Intestinal Epithelial
cellid_000185741-1,B cells
cellid_000185742-1,Myeloid
cellid_000185743-1,Myeloid
cellid_000185744-1,Myeloid
cellid_000185745-1,Intestinal Epithelial
cellid_000185746-1,Intestinal Epithelial
cellid_000185747-1,Endothelial
cellid_000185748-1,Intestinal Epithelial
cellid_000185749-1,Intestinal Epithelial
cellid_000185750-1,B cells
cellid_000185751-1,Intestinal Epithelial
cellid_000185752-1,Intestinal Epithelial
cellid_000185753-1,Tumor
cellid_000185754-1,Endothelial
cellid_000185755-1,B cells
cellid_000185756-1,Tumor
cellid_000185757-1,Endothelial
cellid_000185758-1,Tumor
cellid_000185759-1,Endothelial
cellid_000185760-1,Tumor
cellid_000185761-1,Endothelial
cellid_000185762-1,B cells
cellid_000185763-1,Intestinal Epithelial
cellid_000185764-1,B cells
cellid_000185765-1,B cells
cellid_000185766-1,Intestinal Epithelial
cellid_000185767-1,Myeloid
cellid_000185768-1,Intestinal Epithelial
cellid_000185769-1,B cells
cellid_000185770-1,B cells
cellid_000185771-1,Endothelial
cellid_000185772-1,Fibroblast
cellid_000185773-1,Myeloid
cellid_000185774-1,Intestinal Epithelial
cellid_000185775-1,B cells
cellid_000185776-1,B cells
cellid_000185777-1,Intestinal Epithelial
cellid_000185778-1,T cells
cellid_000185779-1,Intestinal Epithelial
cellid_000185780-1,Intestinal Epithelial
cellid_000185781-1,Intestinal Epithelial
cellid_000185782-1,Myeloid
cellid_000185783-1,Tumor
cellid_000185784-1,Intestinal Epithelial
cellid_000185785-1,Myeloid
cellid_000185786-1,Intestinal Epithelial
cellid_000185787-1,B cells
cellid_000185788-1,Intestinal Epithelial
cellid_000185789-1,Myeloid
cellid_000185790-1,B cells
cellid_000185791-1,Tumor
cellid_000185792-1,Tumor
cellid_000185793-1,B cells
cellid_000185794-1,Intestinal Epithelial
cellid_000185795-1,Tumor
cellid_000185796-1,Intestinal Epithelial
cellid_000185797-1,Myeloid
cellid_000185798-1,Endothelial
cellid_000185799-1,Tumor
cellid_000185800-1,Myeloid
cellid_000185801-1,Intestinal Epithelial
cellid_000185802-1,Intestinal Epithelial
cellid_000185803-1,Myeloid
cellid_000185804-1,Tumor
cellid_000185805-1,Intestinal Epithelial
cellid_000185806-1,Intestinal Epithelial
cellid_000185807-1,B cells
cellid_000185808-1,Intestinal Epithelial
cellid_000185809-1,Tumor
cellid_000185811-1,B cells
cellid_000185812-1,Intestinal Epithelial
cellid_000185813-1,T cells
cellid_000185814-1,Intestinal Epithelial
cellid_000185815-1,Intestinal Epithelial
cellid_000185816-1,Intestinal Epithelial
cellid_000185817-1,Intestinal Epithelial
cellid_000185818-1,B cells
cellid_000185819-1,Intestinal Epithelial
cellid_000185820-1,B cells
cellid_000185822-1,Intestinal Epithelial
cellid_000185823-1,Myeloid
cellid_000185824-1,Endothelial
cellid_000185825-1,Myeloid
cellid_000185826-1,Intestinal Epithelial
cellid_000185827-1,Tumor
cellid_000185828-1,Endothelial
cellid_000185829-1,Intestinal Epithelial
cellid_000185830-1,Intestinal Epithelial
cellid_000185831-1,Intestinal Epithelial
cellid_000185832-1,Intestinal Epithelial
cellid_000185833-1,Fibroblast
cellid_000185834-1,Myeloid
cellid_000185835-1,Intestinal Epithelial
cellid_000185836-1,Intestinal Epithelial
cellid_000185837-1,Intestinal Epithelial
cellid_000185838-1,B cells
cellid_000185839-1,Intestinal Epithelial
cellid_000185841-1,Intestinal Epithelial
cellid_000185842-1,Tumor
cellid_000185843-1,Intestinal Epithelial
cellid_000185844-1,Tumor
cellid_000185845-1,Fibroblast
cellid_000185846-1,Intestinal Epithelial
cellid_000185847-1,Intestinal Epithelial
cellid_000185848-1,Fibroblast
cellid_000185849-1,Intestinal Epithelial
cellid_000185850-1,T cells
cellid_000185851-1,B cells
cellid_000185852-1,Intestinal Epithelial
cellid_000185853-1,Myeloid
cellid_000185854-1,Intestinal Epithelial
cellid_000185855-1,B cells
cellid_000185856-1,B cells
cellid_000185857-1,Intestinal Epithelial
cellid_000185858-1,Myeloid
cellid_000185859-1,Tumor
cellid_000185860-1,Myeloid
cellid_000185861-1,Myeloid
cellid_000185862-1,B cells
cellid_000185863-1,Endothelial
cellid_000185864-1,B cells
cellid_000185865-1,B cells
cellid_000185866-1,Tumor
cellid_000185867-1,B cells
cellid_000185868-1,B cells
cellid_000185869-1,Intestinal Epithelial
cellid_000185870-1,Intestinal Epithelial
cellid_000185871-1,Tumor
cellid_000185872-1,Myeloid
cellid_000185873-1,Tumor
cellid_000185874-1,Myeloid
cellid_000185875-1,Intestinal Epithelial
cellid_000185876-1,B cells
cellid_000185877-1,Intestinal Epithelial
cellid_000185878-1,B cells
cellid_000185879-1,Endothelial
cellid_000185880-1,Fibroblast
cellid_000185881-1,Intestinal Epithelial
cellid_000185882-1,Tumor
cellid_000185883-1,Tumor
cellid_000185884-1,Intestinal Epithelial
cellid_000185885-1,Myeloid
cellid_000185886-1,Intestinal Epithelial
cellid_000185887-1,B cells
cellid_000185888-1,Intestinal Epithelial
cellid_000185889-1,Myeloid
cellid_000185890-1,Fibroblast
cellid_000185891-1,B cells
cellid_000185892-1,B cells
cellid_000185893-1,Myeloid
cellid_000185894-1,Tumor
cellid_000185895-1,Intestinal Epithelial
cellid_000185896-1,B cells
cellid_000185897-1,Myeloid
cellid_000185898-1,Fibroblast
cellid_000185899-1,Myeloid
cellid_000185900-1,Intestinal Epithelial
cellid_000185901-1,Intestinal Epithelial
cellid_000185902-1,B cells
cellid_000185903-1,Intestinal Epithelial
cellid_000185904-1,Endothelial
cellid_000185905-1,Intestinal Epithelial
cellid_000185906-1,B cells
cellid_000185907-1,Intestinal Epithelial
cellid_000185908-1,B cells
cellid_000185909-1,Intestinal Epithelial
cellid_000185910-1,Myeloid
cellid_000185911-1,B cells
cellid_000185912-1,Intestinal Epithelial
cellid_000185913-1,Intestinal Epithelial
cellid_000185914-1,Intestinal Epithelial
cellid_000185915-1,Intestinal Epithelial
cellid_000185916-1,Intestinal Epithelial
cellid_000185917-1,Intestinal Epithelial
cellid_000185918-1,T cells
cellid_000185919-1,Intestinal Epithelial
cellid_000185920-1,Endothelial
cellid_000185921-1,B cells
cellid_000185922-1,Endothelial
cellid_000185924-1,Intestinal Epithelial
cellid_000185926-1,Intestinal Epithelial
cellid_000185927-1,Intestinal Epithelial
cellid_000185928-1,Intestinal Epithelial
cellid_000185929-1,B cells
cellid_000185930-1,Myeloid
cellid_000185931-1,B cells
cellid_000185932-1,Intestinal Epithelial
cellid_000185933-1,Myeloid
cellid_000185934-1,Intestinal Epithelial
cellid_000185935-1,Fibroblast
cellid_000185936-1,Tumor
cellid_000185937-1,Fibroblast
cellid_000185939-1,B cells
cellid_000185940-1,B cells
cellid_000185941-1,Tumor
cellid_000185942-1,Myeloid
cellid_000185943-1,Intestinal Epithelial
cellid_000185944-1,Intestinal Epithelial
cellid_000185945-1,Endothelial
cellid_000185946-1,B cells
cellid_000185947-1,Intestinal Epithelial
cellid_000185948-1,Intestinal Epithelial
cellid_000185949-1,Intestinal Epithelial
cellid_000185950-1,Intestinal Epithelial
cellid_000185951-1,Intestinal Epithelial
cellid_000185952-1,Intestinal Epithelial
cellid_000185953-1,B cells
cellid_000185954-1,B cells
cellid_000185955-1,Intestinal Epithelial
cellid_000185956-1,Intestinal Epithelial
cellid_000185957-1,Intestinal Epithelial
cellid_000185958-1,B cells
cellid_000185959-1,Tumor
cellid_000185960-1,B cells
cellid_000185961-1,B cells
cellid_000185962-1,B cells
cellid_000185963-1,B cells
cellid_000185964-1,Endothelial
cellid_000185965-1,Tumor
cellid_000185966-1,Intestinal Epithelial
cellid_000185967-1,Intestinal Epithelial
cellid_000185968-1,B cells
cellid_000185969-1,Fibroblast
cellid_000185970-1,B cells
cellid_000185971-1,Tumor
cellid_000185972-1,Myeloid
cellid_000185973-1,Tumor
cellid_000185974-1,B cells
cellid_000185975-1,B cells
cellid_000185976-1,Fibroblast
cellid_000185977-1,Tumor
cellid_000185978-1,Tumor
cellid_000185979-1,Intestinal Epithelial
cellid_000185980-1,Tumor
cellid_000185981-1,Intestinal Epithelial
cellid_000185982-1,Intestinal Epithelial
cellid_000185983-1,Tumor
cellid_000185984-1,Intestinal Epithelial
cellid_000185985-1,B cells
cellid_000185986-1,Intestinal Epithelial
cellid_000185987-1,Tumor
cellid_000185988-1,T cells
cellid_000185989-1,T cells
cellid_000185991-1,Intestinal Epithelial
cellid_000185992-1,B cells
cellid_000185993-1,T cells
cellid_000185994-1,T cells
cellid_000185995-1,Intestinal Epithelial
cellid_000185996-1,Intestinal Epithelial
cellid_000185997-1,Intestinal Epithelial
cellid_000185998-1,Myeloid
cellid_000185999-1,Tumor
cellid_000186000-1,Intestinal Epithelial
cellid_000186001-1,B cells
cellid_000186002-1,Intestinal Epithelial
cellid_000186003-1,Intestinal Epithelial
cellid_000186004-1,Intestinal Epithelial
cellid_000186005-1,Tumor
cellid_000186006-1,B cells
cellid_000186007-1,Intestinal Epithelial
cellid_000186008-1,B cells
cellid_000186009-1,Intestinal Epithelial
cellid_000186010-1,Tumor
cellid_000186011-1,B cells
cellid_000186012-1,Tumor
cellid_000186013-1,Myeloid
cellid_000186014-1,Tumor
cellid_000186015-1,Myeloid
cellid_000186016-1,B cells
cellid_000186017-1,Intestinal Epithelial
cellid_000186018-1,B cells
cellid_000186019-1,Tumor
cellid_000186020-1,Fibroblast
cellid_000186021-1,Intestinal Epithelial
cellid_000186022-1,B cells
cellid_000186023-1,Intestinal Epithelial
cellid_000186024-1,Intestinal Epithelial
cellid_000186025-1,Myeloid
cellid_000186026-1,Intestinal Epithelial
cellid_000186027-1,Fibroblast
cellid_000186028-1,Myeloid
cellid_000186029-1,Intestinal Epithelial
cellid_000186030-1,B cells
cellid_000186031-1,Intestinal Epithelial
cellid_000186032-1,Myeloid
cellid_000186033-1,Intestinal Epithelial
cellid_000186034-1,B cells
cellid_000186035-1,Tumor
cellid_000186036-1,Myeloid
cellid_000186037-1,Intestinal Epithelial
cellid_000186038-1,Myeloid
cellid_000186039-1,B cells
cellid_000186040-1,Endothelial
cellid_000186041-1,Fibroblast
cellid_000186042-1,B cells
cellid_000186043-1,Tumor
cellid_000186044-1,Tumor
cellid_000186045-1,Myeloid
cellid_000186046-1,Intestinal Epithelial
cellid_000186047-1,Intestinal Epithelial
cellid_000186048-1,Tumor
cellid_000186049-1,Intestinal Epithelial
cellid_000186050-1,B cells
cellid_000186051-1,Tumor
cellid_000186052-1,Endothelial
cellid_000186053-1,Myeloid
cellid_000186054-1,Myeloid
cellid_000186056-1,Intestinal Epithelial
cellid_000186057-1,Intestinal Epithelial
cellid_000186058-1,Myeloid
cellid_000186059-1,Tumor
cellid_000186060-1,Intestinal Epithelial
cellid_000186061-1,Intestinal Epithelial
cellid_000186062-1,B cells
cellid_000186063-1,B cells
cellid_000186064-1,Intestinal Epithelial
cellid_000186065-1,B cells
cellid_000186066-1,Tumor
cellid_000186067-1,Myeloid
cellid_000186068-1,B cells
cellid_000186069-1,Myeloid
cellid_000186070-1,B cells
cellid_000186071-1,Fibroblast
cellid_000186073-1,Myeloid
cellid_000186074-1,Intestinal Epithelial
cellid_000186075-1,Myeloid
cellid_000186076-1,B cells
cellid_000186077-1,Intestinal Epithelial
cellid_000186078-1,B cells
cellid_000186079-1,Tumor
cellid_000186080-1,Endothelial
cellid_000186081-1,Fibroblast
cellid_000186083-1,Intestinal Epithelial
cellid_000186084-1,Intestinal Epithelial
cellid_000186085-1,Intestinal Epithelial
cellid_000186086-1,B cells
cellid_000186087-1,Intestinal Epithelial
cellid_000186088-1,Myeloid
cellid_000186089-1,Intestinal Epithelial
cellid_000186090-1,B cells
cellid_000186091-1,B cells
cellid_000186092-1,Myeloid
cellid_000186093-1,B cells
cellid_000186094-1,Myeloid
cellid_000186095-1,Intestinal Epithelial
cellid_000186096-1,Intestinal Epithelial
cellid_000186097-1,Endothelial
cellid_000186098-1,Endothelial
cellid_000186099-1,Tumor
cellid_000186100-1,Myeloid
cellid_000186101-1,Tumor
cellid_000186102-1,Intestinal Epithelial
cellid_000186103-1,B cells
cellid_000186104-1,Endothelial
cellid_000186105-1,Myeloid
cellid_000186106-1,Tumor
cellid_000186107-1,Endothelial
cellid_000186108-1,B cells
cellid_000186109-1,Tumor
cellid_000186110-1,Intestinal Epithelial
cellid_000186111-1,Intestinal Epithelial
cellid_000186112-1,Intestinal Epithelial
cellid_000186113-1,Myeloid
cellid_000186114-1,B cells
cellid_000186115-1,Tumor
cellid_000186116-1,Intestinal Epithelial
cellid_000186117-1,B cells
cellid_000186118-1,Endothelial
cellid_000186119-1,Intestinal Epithelial
cellid_000186120-1,Tumor
cellid_000186122-1,Intestinal Epithelial
cellid_000186123-1,T cells
cellid_000186124-1,Intestinal Epithelial
cellid_000186125-1,B cells
cellid_000186126-1,Intestinal Epithelial
cellid_000186127-1,B cells
cellid_000186128-1,B cells
cellid_000186129-1,Myeloid
cellid_000186130-1,Intestinal Epithelial
cellid_000186131-1,Intestinal Epithelial
cellid_000186132-1,Intestinal Epithelial
cellid_000186133-1,Fibroblast
cellid_000186134-1,B cells
cellid_000186135-1,B cells
cellid_000186136-1,B cells
cellid_000186137-1,Myeloid
cellid_000186138-1,B cells
cellid_000186139-1,B cells
cellid_000186140-1,B cells
cellid_000186141-1,Intestinal Epithelial
cellid_000186142-1,Intestinal Epithelial
cellid_000186143-1,T cells
cellid_000186144-1,B cells
cellid_000186145-1,Tumor
cellid_000186146-1,Myeloid
cellid_000186147-1,Tumor
cellid_000186148-1,Intestinal Epithelial
cellid_000186149-1,Intestinal Epithelial
cellid_000186150-1,Myeloid
cellid_000186151-1,B cells
cellid_000186152-1,Intestinal Epithelial
cellid_000186153-1,Endothelial
cellid_000186154-1,Endothelial
cellid_000186155-1,Intestinal Epithelial
cellid_000186156-1,Tumor
cellid_000186157-1,B cells
cellid_000186158-1,Fibroblast
cellid_000186159-1,Myeloid
cellid_000186160-1,Tumor
cellid_000186161-1,Intestinal Epithelial
cellid_000186162-1,Tumor
cellid_000186163-1,B cells
cellid_000186164-1,Fibroblast
cellid_000186165-1,Tumor
cellid_000186166-1,Myeloid
cellid_000186167-1,B cells
cellid_000186168-1,Intestinal Epithelial
cellid_000186169-1,B cells
cellid_000186170-1,Intestinal Epithelial
cellid_000186171-1,Endothelial
cellid_000186172-1,B cells
cellid_000186173-1,B cells
cellid_000186174-1,Intestinal Epithelial
cellid_000186175-1,Endothelial
cellid_000186176-1,B cells
cellid_000186177-1,Myeloid
cellid_000186178-1,Endothelial
cellid_000186179-1,Tumor
cellid_000186181-1,B cells
cellid_000186182-1,Intestinal Epithelial
cellid_000186183-1,B cells
cellid_000186184-1,B cells
cellid_000186185-1,Intestinal Epithelial
cellid_000186186-1,Intestinal Epithelial
cellid_000186187-1,B cells
cellid_000186188-1,Intestinal Epithelial
cellid_000186189-1,Myeloid
cellid_000186190-1,Intestinal Epithelial
cellid_000186191-1,T cells
cellid_000186192-1,B cells
cellid_000186193-1,Fibroblast
cellid_000186194-1,Myeloid
cellid_000186195-1,B cells
cellid_000186196-1,Tumor
cellid_000186197-1,B cells
cellid_000186198-1,Endothelial
cellid_000186199-1,Tumor
cellid_000186200-1,B cells
cellid_000186201-1,B cells
cellid_000186203-1,B cells
cellid_000186204-1,Endothelial
cellid_000186205-1,Intestinal Epithelial
cellid_000186206-1,B cells
cellid_000186207-1,Intestinal Epithelial
cellid_000186208-1,B cells
cellid_000186209-1,Tumor
cellid_000186210-1,Tumor
cellid_000186211-1,B cells
cellid_000186212-1,Intestinal Epithelial
cellid_000186213-1,Intestinal Epithelial
cellid_000186214-1,Intestinal Epithelial
cellid_000186215-1,B cells
cellid_000186216-1,Intestinal Epithelial
cellid_000186217-1,Intestinal Epithelial
cellid_000186218-1,Intestinal Epithelial
cellid_000186219-1,Intestinal Epithelial
cellid_000186220-1,Tumor
cellid_000186221-1,B cells
cellid_000186222-1,Intestinal Epithelial
cellid_000186223-1,Intestinal Epithelial
cellid_000186224-1,Intestinal Epithelial
cellid_000186225-1,Intestinal Epithelial
cellid_000186227-1,Intestinal Epithelial
cellid_000186228-1,Endothelial
cellid_000186229-1,Intestinal Epithelial
cellid_000186230-1,Intestinal Epithelial
cellid_000186231-1,Intestinal Epithelial
cellid_000186232-1,Tumor
cellid_000186233-1,Tumor
cellid_000186234-1,Intestinal Epithelial
cellid_000186235-1,T cells
cellid_000186236-1,Fibroblast
cellid_000186237-1,Endothelial
cellid_000186238-1,B cells
cellid_000186239-1,Myeloid
cellid_000186240-1,Endothelial
cellid_000186241-1,Myeloid
cellid_000186242-1,B cells
cellid_000186243-1,Intestinal Epithelial
cellid_000186244-1,Intestinal Epithelial
cellid_000186245-1,Intestinal Epithelial
cellid_000186246-1,Tumor
cellid_000186247-1,Intestinal Epithelial
cellid_000186248-1,Intestinal Epithelial
cellid_000186249-1,Tumor
cellid_000186250-1,B cells
cellid_000186251-1,Intestinal Epithelial
cellid_000186252-1,Intestinal Epithelial
cellid_000186253-1,Tumor
cellid_000186254-1,Endothelial
cellid_000186255-1,Tumor
cellid_000186256-1,Intestinal Epithelial
cellid_000186257-1,Intestinal Epithelial
cellid_000186258-1,Intestinal Epithelial
cellid_000186259-1,Intestinal Epithelial
cellid_000186260-1,B cells
cellid_000186261-1,B cells
cellid_000186262-1,Tumor
cellid_000186263-1,Endothelial
cellid_000186264-1,Endothelial
cellid_000186265-1,Intestinal Epithelial
cellid_000186266-1,B cells
cellid_000186267-1,Intestinal Epithelial
cellid_000186269-1,Intestinal Epithelial
cellid_000186270-1,Myeloid
cellid_000186271-1,B cells
cellid_000186272-1,Intestinal Epithelial
cellid_000186273-1,Intestinal Epithelial
cellid_000186274-1,Intestinal Epithelial
cellid_000186275-1,B cells
cellid_000186276-1,T cells
cellid_000186277-1,Intestinal Epithelial
cellid_000186278-1,Endothelial
cellid_000186279-1,Tumor
cellid_000186280-1,B cells
cellid_000186281-1,Intestinal Epithelial
cellid_000186282-1,Intestinal Epithelial
cellid_000186283-1,Intestinal Epithelial
cellid_000186284-1,Tumor
cellid_000186285-1,Tumor
cellid_000186286-1,B cells
cellid_000186287-1,Intestinal Epithelial
cellid_000186288-1,B cells
cellid_000186289-1,Fibroblast
cellid_000186290-1,Endothelial
cellid_000186291-1,Endothelial
cellid_000186292-1,Fibroblast
cellid_000186293-1,B cells
cellid_000186294-1,Myeloid
cellid_000186295-1,B cells
cellid_000186296-1,B cells
cellid_000186297-1,B cells
cellid_000186298-1,Endothelial
cellid_000186299-1,Endothelial
cellid_000186300-1,Intestinal Epithelial
cellid_000186301-1,Tumor
cellid_000186302-1,Endothelial
cellid_000186303-1,Intestinal Epithelial
cellid_000186304-1,Intestinal Epithelial
cellid_000186305-1,Intestinal Epithelial
cellid_000186306-1,Fibroblast
cellid_000186307-1,Myeloid
cellid_000186308-1,B cells
cellid_000186309-1,B cells
cellid_000186310-1,Tumor
cellid_000186311-1,Myeloid
cellid_000186312-1,Myeloid
cellid_000186313-1,Intestinal Epithelial
cellid_000186314-1,B cells
cellid_000186315-1,B cells
cellid_000186316-1,Intestinal Epithelial
cellid_000186317-1,Myeloid
cellid_000186318-1,Tumor
cellid_000186319-1,B cells
cellid_000186321-1,Intestinal Epithelial
cellid_000186322-1,Tumor
cellid_000186323-1,B cells
cellid_000186324-1,Tumor
cellid_000186325-1,Intestinal Epithelial
cellid_000186326-1,B cells
cellid_000186327-1,B cells
cellid_000186328-1,Endothelial
cellid_000186329-1,Tumor
cellid_000186330-1,Myeloid
cellid_000186331-1,Fibroblast
cellid_000186332-1,Intestinal Epithelial
cellid_000186333-1,Intestinal Epithelial
cellid_000186334-1,B cells
cellid_000186335-1,Intestinal Epithelial
cellid_000186336-1,Intestinal Epithelial
cellid_000186337-1,B cells
cellid_000186338-1,B cells
cellid_000186339-1,Intestinal Epithelial
cellid_000186340-1,Endothelial
cellid_000186341-1,Intestinal Epithelial
cellid_000186342-1,Intestinal Epithelial
cellid_000186343-1,Fibroblast
cellid_000186344-1,Myeloid
cellid_000186345-1,B cells
cellid_000186346-1,Intestinal Epithelial
cellid_000186347-1,Intestinal Epithelial
cellid_000186348-1,Myeloid
cellid_000186349-1,Intestinal Epithelial
cellid_000186350-1,Intestinal Epithelial
cellid_000186351-1,B cells
cellid_000186352-1,Tumor
cellid_000186353-1,Myeloid
cellid_000186354-1,B cells
cellid_000186355-1,Endothelial
cellid_000186356-1,Myeloid
cellid_000186357-1,B cells
cellid_000186358-1,Intestinal Epithelial
cellid_000186359-1,B cells
cellid_000186360-1,B cells
cellid_000186361-1,Tumor
cellid_000186362-1,T cells
cellid_000186363-1,Endothelial
cellid_000186364-1,Myeloid
cellid_000186365-1,B cells
cellid_000186366-1,Intestinal Epithelial
cellid_000186367-1,Intestinal Epithelial
cellid_000186368-1,Intestinal Epithelial
cellid_000186369-1,Endothelial
cellid_000186371-1,Intestinal Epithelial
cellid_000186372-1,Tumor
cellid_000186373-1,Intestinal Epithelial
cellid_000186374-1,Tumor
cellid_000186375-1,Endothelial
cellid_000186376-1,Fibroblast
cellid_000186377-1,Intestinal Epithelial
cellid_000186378-1,B cells
cellid_000186379-1,B cells
cellid_000186380-1,Intestinal Epithelial
cellid_000186381-1,Myeloid
cellid_000186382-1,Myeloid
cellid_000186383-1,Tumor
cellid_000186384-1,B cells
cellid_000186385-1,B cells
cellid_000186386-1,Endothelial
cellid_000186387-1,Intestinal Epithelial
cellid_000186388-1,Intestinal Epithelial
cellid_000186389-1,Intestinal Epithelial
cellid_000186390-1,Fibroblast
cellid_000186391-1,B cells
cellid_000186393-1,Fibroblast
cellid_000186394-1,Myeloid
cellid_000186395-1,Myeloid
cellid_000186396-1,B cells
cellid_000186398-1,Intestinal Epithelial
cellid_000186399-1,B cells
cellid_000186400-1,B cells
cellid_000186401-1,Intestinal Epithelial
cellid_000186402-1,Tumor
cellid_000186404-1,Intestinal Epithelial
cellid_000186405-1,Fibroblast
cellid_000186406-1,Tumor
cellid_000186407-1,Intestinal Epithelial
cellid_000186408-1,Fibroblast
cellid_000186409-1,Fibroblast
cellid_000186410-1,B cells
cellid_000186411-1,Myeloid
cellid_000186412-1,Intestinal Epithelial
cellid_000186413-1,B cells
cellid_000186415-1,Intestinal Epithelial
cellid_000186416-1,B cells
cellid_000186417-1,Endothelial
cellid_000186418-1,Intestinal Epithelial
cellid_000186419-1,Endothelial
cellid_000186420-1,Tumor
cellid_000186421-1,Intestinal Epithelial
cellid_000186422-1,Intestinal Epithelial
cellid_000186423-1,B cells
cellid_000186424-1,B cells
cellid_000186425-1,Myeloid
cellid_000186426-1,B cells
cellid_000186427-1,Tumor
cellid_000186428-1,Intestinal Epithelial
